seller_id,name,email,password,contact_number,location,registration_date,status,rating,number_of_sales
0c615f2a-94ac-48cb-a567-8fb45ef4f1ff,"Dt. Bambang Hidayat, S.I.Kom",sihotangusman@hotmail.com,)4OfCRh(2q,+62-506-3149-4670,Bandar Lampung,1984-12-31 03:05:17,Inactive,3.36,38
983fc2a6-72d7-4bfd-bb15-7511e5c834d0,"Hj. Nadine Pratiwi, S.IP",ibun44@hotmail.com,q4zTAv!y$C,+62-608-8696-8255,Kota Administrasi Jakarta Selatan,2007-12-31 13:24:14,Active,1.08,2
8e478654-b703-4f34-9590-810d7b79bc89,Harimurti Saptono,rinasaragih@hotmail.com,%)8ySdg*%i,+62-524-9436-9779,Samarinda,2024-07-14 05:28:03,Inactive,1.25,22
90668e15-25bf-4e9d-892c-68351e189ecd,"Tgk. Ratna Hutagalung, S.H.",salwauwais@gmail.com,Om^5N8Me4l,+62-418-3179-9678,Jayapura,1973-02-17 23:07:48,Active,2.06,68
38c1405f-08d9-4b4d-8b3d-00cf4e4d0374,"Cut Laras Natsir, M.Farm",hastutitari@yahoo.com,2Y%7AlaOB1,+62-437-6404-2886,Bandar Lampung,2016-02-05 19:03:55,Inactive,1.49,85
35236c26-de39-406f-8c41-9a2003286621,Ilsa Prastuti,cengkir22@yahoo.com,jsCM)9HaC2,+62-656-2492-1315,Batu,1972-09-02 20:43:39,Inactive,3.27,89
1a9146d4-05ef-4536-bb92-f724820fbb41,"Dr. Jelita Siregar, M.TI.",keisha83@gmail.com,@8!t)cnyG6,+62-981-4335-8603,Bengkulu,1981-07-01 23:19:07,Inactive,2.05,87
4a17dda0-d5f6-4f42-967f-237fb6f5a76e,Maimunah Kusumo,ratih15@yahoo.com,)kx33Fmc_8,+62-877-9301-5845,Lhokseumawe,1993-08-13 02:55:39,Inactive,2.11,93
991578b1-73e1-484d-b38a-0635d5bd894a,Kasim Pradipta,winda02@hotmail.com,*(sU9SOhxW,+62-512-9306-5802,Sawahlunto,2006-02-04 08:23:00,Inactive,2.25,95
dae05520-f4ec-4f93-a2a0-87a9bd3f6f47,Ina Hariyah,wprasasta@yahoo.com,a!UQ2HQkOv,+62-209-3234-4800,Gorontalo,1973-08-04 01:29:13,Active,4.29,48
cd2cfd9e-15b1-443d-9588-f7ba54fadc13,Daryani Widiastuti,gardasimanjuntak@gmail.com,6TR%Lrwk*9,+62-614-5652-7251,Blitar,1998-10-22 06:33:21,Active,1.13,90
376c71c0-4aa4-400e-bdc8-d71b3090824d,Citra Pranowo,banawilazuardi@gmail.com,9FjGuC6L)m,+62-671-3277-9880,Probolinggo,2002-08-19 12:40:42,Inactive,4.95,78
6884d836-8055-4487-b50d-37e263b1bc80,Mahdi Hutapea,kajensiregar@hotmail.com,_f4kFio5(%,+62-972-9845-2398,Meulaboh,2011-08-16 17:24:32,Active,1.57,13
aebe9d75-ee8e-4b65-8a71-1e0f6a3a1058,Clara Hasanah,tampubolonira@gmail.com,*l@U^qsl89,+62-374-1604-5896,Pontianak,2006-06-04 14:30:37,Inactive,2.86,98
1c240e2d-85d5-47ae-9768-f0c91fdcde25,"Paramita Wacana, S.Pt",ranggaagustina@yahoo.com,qVCru@hg)2,+62-362-5514-4800,Jayapura,2001-08-16 12:23:13,Active,3.51,11
d6c21c14-2906-4b5a-a3e9-80387581ad99,"Unggul Sihotang, M.TI.",wsudiati@gmail.com,Zd6Hscfhc&,+62-875-7655-6496,Banda Aceh,2009-04-15 05:22:33,Inactive,3.57,93
b29fd601-1be4-4788-a186-8e3e664eae44,Luthfi Lailasari,haryantotalia@yahoo.com,VIx!7iBbUZ,+62-108-1852-2604,Banjarmasin,2014-12-02 14:08:18,Active,1.41,43
0c8986ef-5598-4dfc-8248-150d548f4250,Akarsana Irawan,ikhsan51@hotmail.com,7$9^O!Ax2b,+62-690-7283-8112,Tebingtinggi,2009-12-30 21:12:05,Active,2.33,34
3103515d-e340-4f10-9462-33961c47d50f,"Tgk. Lidya Kuswoyo, S.E.I",calistapalastri@hotmail.com,*PFIHvha0u,+62-943-1850-3107,Payakumbuh,1985-02-16 03:52:08,Inactive,2.24,85
c94c917e-a7b5-4628-bc2f-7271410e392d,Cawisadi Utami,lsinaga@hotmail.com,*yIAZilG4v,+62-875-8784-1505,Cilegon,1982-06-20 05:16:36,Active,1.78,75
23a67243-36d6-445a-8bbd-6f27bc2cef90,"Ganjaran Maulana, S.Pt",wahyunikunthara@yahoo.com,d#0ABEpg)T,+62-987-5928-5094,Meulaboh,1979-01-07 09:53:39,Active,3.63,67
70008e53-efb6-45b7-ae0e-5971e4d26147,Ana Riyanti,kairavmangunsong@gmail.com,k2RvQpVy(e,+62-734-5475-7741,Blitar,1999-07-18 04:44:23,Inactive,3.93,23
7c86ce1c-1830-470c-aa59-3955dcd43bff,Ir. Paulin Maulana,damanikwardaya@gmail.com,+8JN@neiDh,+62-245-3436-7902,Solok,1971-10-24 14:40:32,Inactive,4.17,68
d7421c66-e7c8-4d6e-9600-edee12784e1d,"Zaenab Rahayu, M.Ak",nwibisono@hotmail.com,n$_87qlQVF,+62-926-6460-5324,Tanjungbalai,2007-06-17 02:59:36,Inactive,1.29,99
421aa623-7ba9-49d6-a538-4ec410739e88,Elvina Hidayat,titisitorus@yahoo.com,0o7YzS3fV%,+62-158-8615-9461,Kupang,2007-04-21 15:25:39,Inactive,4.55,39
b9d7f3ef-715b-4b74-90ea-67a6f8a9c1e4,Dr. Dinda Puspita,warji77@hotmail.com,Tu%t2LNp&^,+62-766-6694-7752,Kota Administrasi Jakarta Utara,1989-10-15 15:21:23,Inactive,1.55,48
412b26d6-f1dd-495d-95ef-0fe1a312bb58,"Cut Cinthia Wibowo, M.Farm",dfirgantoro@hotmail.com,1iPZky(n!!,+62-832-8576-7875,Batam,2011-02-01 03:16:32,Active,2.65,39
e20eb022-9f63-4366-84e7-dc991b465e5c,Talia Jailani,mangunsonglanjar@gmail.com,m2XlvcU*&m,+62-205-3058-9705,Pariaman,1984-09-08 19:58:27,Inactive,4.17,74
d591471a-e320-4bca-aaf2-a1387d219e6b,Indra Zulaika,hamimasusanti@hotmail.com,gK&tW2SwGd,+62-262-7663-5126,Batu,1984-07-29 02:54:51,Active,3.35,65
4da40879-6f77-4a2b-a44a-d1d5900454ac,"R.A. Yuni Adriansyah, M.M.",wfujiati@gmail.com,ERm6%$Ns!U,+62-502-6016-4492,Bukittinggi,2018-08-12 22:37:54,Inactive,1.94,28
cfe841fb-42c0-4587-aa19-17cdf061a9d7,Yuliana Hutagalung,bwibisono@hotmail.com,o5K(LgmW&O,+62-369-6019-6822,Pontianak,1999-03-17 07:44:12,Inactive,3.65,63
18686048-7acb-454c-884b-d7cbd0fd803d,KH. Harjaya Susanti,zelayarajasa@gmail.com,2VQ1tqjY(d,+62-756-4429-2297,Jayapura,2007-12-20 22:27:24,Inactive,2.83,4
53da14e0-7f68-4cf1-8e35-33002bc6424d,"Mujur Hutapea, S.H.",ibun87@yahoo.com,V+1PY86b^%,+62-987-6839-8490,Sabang,2012-11-19 02:22:28,Inactive,1.42,19
c3c67bbe-cd2a-4a38-9c84-5f9a24430160,"Drs. Siti Putra, S.Farm",gadang78@gmail.com,5V(@94Yzad,+62-354-9373-7165,Sukabumi,2023-07-19 15:18:50,Active,1.32,40
8ef7c0db-8991-41c2-8015-5eca67a70920,Puti Patricia Wastuti,dongoranjais@hotmail.com,0L1qlDo^$7,+62-428-6159-4857,Banda Aceh,2003-08-30 21:17:22,Inactive,1.57,92
c13b7231-b67f-477e-bf70-6f89550de5ed,Paris Laksita,suryonohartaka@hotmail.com,!7lUDB))hz,+62-347-5190-9910,Banda Aceh,2023-12-21 19:46:25,Active,1.68,71
3fa7856f-2db4-42fa-9f9b-b66276efca7c,"R.M. Kambali Puspita, S.Kom",galar70@gmail.com,&*WmZyQP$2,+62-948-1342-3851,Mojokerto,2008-02-19 10:49:47,Active,2.63,73
a756cf8e-6501-4002-891c-99546a34b619,Bakiman Sihotang,maida88@yahoo.com,@u#y9LqyVT,+62-543-2395-2435,Tangerang Selatan,2012-01-07 13:15:27,Inactive,2.9,90
8b2cd13d-2066-45a1-9798-e603a7d005b3,Kayla Hutagalung,uyainahprayoga@yahoo.com,mZ_+7QkLtF,+62-715-6728-8107,Kota Administrasi Jakarta Selatan,2020-08-29 12:50:43,Inactive,4.19,81
74f07d8a-006b-4831-b544-eb810244bcab,"dr. Bakti Mansur, M.Ak",januarcakrawangsa@gmail.com,%8IDmv34#X,+62-453-5930-7172,Makassar,1995-09-08 00:25:42,Active,4.17,39
a35e5955-8594-4c79-94bb-d31f8fd0d83e,"R. Wirda Prasetya, S.Pd",simon18@yahoo.com,aSm3NDha@r,+62-613-1373-2241,Jambi,2004-08-22 12:15:43,Inactive,1.26,12
49744d13-ea91-4724-89db-d93261f56c0f,Ir. Balangga Budiman,lazuardimahdi@gmail.com,@g^H!qORj3,+62-674-2343-3239,Pasuruan,1979-08-03 09:40:13,Active,1.55,8
44161d46-f092-4a12-a9dc-49ae9840b0cd,"Yance Rahmawati, S.Ked",chandraharyanto@yahoo.com,zFQCw2Dk+q,+62-588-9434-8017,Tebingtinggi,1984-12-30 12:31:38,Active,1.46,79
83e99c59-c58e-48ff-8b3a-6637359fbec4,Widya Mandasari,kasiran91@gmail.com,v2BQNvb7@R,+62-558-8637-1575,Cilegon,2024-05-14 16:01:02,Active,4.11,9
fcc948ae-f510-47be-9f65-c6af0b36ff92,Satya Ardianto,farahsuwarno@hotmail.com,0$9t@)Tn^q,+62-938-9127-4575,Sabang,1973-05-01 07:48:42,Active,4.64,72
91fe99ec-f20b-4eed-88cd-59b82e8076dc,R.A. Yance Mahendra,megantarajamal@hotmail.com,j$0*!8BlnQ,+62-157-4421-2275,Madiun,1992-03-07 12:30:49,Active,2.45,24
f4b46b74-e633-4cce-87c1-680d3ac4900d,Salimah Wahyudin,gmayasari@yahoo.com,*2UYdGzgo4,+62-772-1475-6131,Malang,2008-06-27 23:16:16,Active,3.01,14
a21d6b57-db65-46b3-be1d-5a3c1f7e8744,"Puti Jamalia Megantara, S.E.",titingunawan@gmail.com,*sXc)ZoM6%,+62-498-9441-8969,Banjarbaru,1983-04-21 22:14:14,Inactive,1.99,19
30a5684a-3136-45eb-9a00-91f0e2e277a4,"Septi Nababan, M.Farm",maheswaraolivia@yahoo.com,2_7CXYKdu*,+62-334-6554-5828,Palangkaraya,1981-09-18 17:02:37,Active,4.87,56
1fc7d101-f603-4a5d-84bf-842e0ba8810c,Yono Laksmiwati,kuswoyocengkir@yahoo.com,PAWlUQw!$6,+62-170-2310-1495,Metro,2013-01-22 01:42:01,Active,1.91,96
d9f15032-0182-401c-88c1-f2084e3e6302,Balapati Widiastuti,radikawijayanti@hotmail.com,_G#0PPOh#M,+62-594-4613-3941,Jambi,1999-07-17 02:58:46,Active,3.93,1
6ebd7c01-b990-448c-8ec6-a695e8000214,"Tgk. Indah Purnawati, S.Sos",dariati57@yahoo.com,o7@wKRxy(5,+62-974-2516-9937,Solok,1991-03-24 15:21:23,Inactive,3.54,21
d9cb0cab-638d-40b8-915b-ebcb7dcec15f,Oskar Utama,puspitairiana@yahoo.com,5lW0zDTu%8,+62-954-6985-9004,Padang,2007-11-14 16:49:06,Inactive,1.2,0
6643e8d3-d368-49dc-9256-4c5450fcbc7f,"Lili Yuniar, S.Farm",saefullahelon@gmail.com,1o1XLdll*E,+62-338-1653-5185,Tangerang,1986-11-26 18:45:11,Inactive,3.61,38
5f8e24e1-02b4-4143-a53f-964b32ad6e9a,Maryadi Widiastuti,pradanazamira@gmail.com,(+0%Xbs9@G,+62-999-8345-3637,Tomohon,2017-11-09 02:36:41,Inactive,4.96,72
658b997d-c0b0-42b7-af73-1ddaae204148,Puti Farah Usada,hartatisabar@gmail.com,mqY1!Ktv$#,+62-421-3778-4010,Banjarmasin,1997-12-16 15:34:46,Inactive,1.74,59
2db90660-3f6d-4959-9ded-115c39d8ed1f,Humaira Hutapea,bpurwanti@yahoo.com,Z+79JqOwS(,+62-553-6779-2049,Palembang,1991-12-07 03:25:09,Active,2.92,12
e1b273b7-9fb7-475c-a14f-ca73d0a833db,Chelsea Wulandari,martana37@hotmail.com,19C9y@lX*v,+62-754-8440-9209,Kotamobagu,1975-11-16 20:01:11,Active,2.2,26
4d91d3d3-808a-43ac-add0-c368977c999c,R.A. Belinda Usada,ppurwanti@hotmail.com,&+dnJrGF4^,+62-361-7700-9210,Tegal,2014-05-18 01:21:16,Active,2.97,83
df09edef-2863-439f-a344-a346b350ecee,"Lintang Salahudin, S.I.Kom",puspasaririni@yahoo.com,($5xKUidst,+62-403-4656-5935,Kupang,2018-07-11 13:01:09,Active,4.44,85
9f4d50ff-413e-4e4d-991a-576770224a5b,Raden Nasyiah,firgantorobakiman@hotmail.com,PlMVHbNa^7,+62-104-9121-4850,Yogyakarta,1981-08-24 11:43:50,Inactive,2.71,79
90b7a61c-0159-4010-8392-2e53da951d5a,Intan Suwarno,cawisadi26@gmail.com,lhJcG3NmG*,+62-157-8096-4028,Batu,2024-10-25 12:04:16,Inactive,1.82,31
80666846-abef-49c3-ac8d-b5427082e685,Gandewa Waskita,tampubolonintan@yahoo.com,6*i^h8Vhhn,+62-388-4461-3761,Banjar,1999-03-31 04:03:08,Inactive,1.6,51
6ffaf4fb-59d0-426a-91ee-af2707659507,Malika Iswahyudi,hartatiwarsa@gmail.com,j$bR6Vgic&,+62-107-9753-7252,Bekasi,1974-03-28 07:00:08,Inactive,1.64,59
de7ca3d3-0b3e-4237-acc0-249eda9edde7,drg. Tirta Sirait,bakiadi64@gmail.com,^Q5MCX$jzq,+62-817-3053-7544,Kupang,1971-11-26 15:04:34,Active,3.22,80
42ef1469-d6d3-4489-9b51-4b1fa5dbb0a5,"Harjaya Nurdiyanti, S.Pt",bakiman12@yahoo.com,%bJfUGI2K6,+62-692-5405-2835,Kota Administrasi Jakarta Timur,1990-12-06 13:07:11,Active,1.81,99
70355ed9-9e6e-401c-8269-9aa3dc948b37,"Rini Yuniar, S.Pd",elon48@hotmail.com,V!4eD&dM+q,+62-915-5911-6434,Padang Sidempuan,2005-02-26 01:31:03,Active,3.77,89
f9d7eec4-ea0c-41d6-b761-cc2802e5b567,Eka Jailani,thamrinpuspa@gmail.com,C^MMTy)$(1,+62-991-8942-3345,Bengkulu,2023-06-14 13:34:29,Active,1.82,61
bf4430c2-43bc-4154-b39c-06a32dce644c,Ratna Ardianto,utamarajata@gmail.com,HA&10ve!Y(,+62-985-6969-6646,Malang,1971-09-14 11:08:20,Active,3.39,79
47bda248-c600-4081-ab0f-9364a55ee5eb,Gadang Wasita,gandi14@gmail.com,qR^7E1c+d%,+62-810-1648-3304,Tangerang Selatan,1985-03-28 02:15:43,Active,1.28,0
55670657-d1ec-4056-8b2f-82b35ba17efb,Bakijan Suryatmi,irsad27@yahoo.com,e)M0#Wp()H,+62-272-2746-8238,Kupang,2003-11-12 22:10:34,Inactive,4.63,12
c823e123-4bf9-42cc-b847-3227af12cdb2,Ajeng Saputra,tampubolonyoga@gmail.com,t#o$0HUlg9,+62-902-3196-4127,Tegal,1985-12-11 07:03:01,Active,2.65,47
dc5c4e91-b4f9-493f-be7f-0a7505a14c3a,Tina Hardiansyah,haryantoyessi@hotmail.com,Bz2UXBygz(,+62-746-7403-6624,Makassar,1990-10-27 16:17:41,Active,1.14,38
5b7a05c7-b1d3-431f-a3d2-0a6970279539,Gina Irawan,amahendra@yahoo.com,vE9Q@I%ct$,+62-259-2083-4597,Meulaboh,2009-06-04 09:18:09,Inactive,4.34,75
735f24c0-359e-40b6-8c1d-c22d2a85e46a,Amelia Rahmawati,kuswandarigalak@hotmail.com,j)@27%Ck(1,+62-723-7541-9077,Bima,1993-01-19 23:51:34,Inactive,4.77,51
4fa62ff4-61d9-4570-b435-849fb7589996,KH. Embuh Yuliarti,cmahendra@gmail.com,5YNH9m+o+D,+62-529-3501-6510,Mojokerto,1998-06-21 14:34:52,Inactive,1.12,24
2b2e51bd-1988-480d-aebd-144038fc3fd1,Lalita Suryatmi,mitrasafitri@hotmail.com,PA1TujTee*,+62-596-2993-7280,Yogyakarta,2004-06-02 11:31:35,Active,2.45,91
